"ID","Created Date","Updated Date","Owner","company","website","address","user","Client Details","slug","trn","SOA - Admin","Companies (Company)","SOA - Public","logo","socialmediaHandle","status"
"44cc2d51-ab3a-43ce-94b3-b4e9cf41f6cd",2024-08-21T08:01:35Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Oud’Dore",,"6805 Saint Andrews Ct, Fort Worth Texas 76132 USA","77c8d6d6-afd6-42d7-ac13-78bdda0d9926","/dashboard-client/254716","254716","TRN: ","/statement-of-accounts/254716","/companies/oud%E2%80%99dore","/statement-of-accounts/public/254716",,,"Active"
"469446d9-c7ff-4f7c-84ba-1d12302f019a",2022-12-05T08:09:56Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","LH Express","lh.express","Muscat, Oman","a3efb115-821a-43d3-94ad-afc4382a24df","/dashboard-client/209932","209932",,"/statement-of-accounts/209932","/companies/lh-express","/statement-of-accounts/public/209932",,,"Active"
"46ec2c6f-c19b-4c82-982c-13b9cc6bb54c",2024-09-03T11:10:36Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Amarion Foods",,"JLT Cluster I, Floor 13, Office 13-G, Gold Tower, Dubai, United Arab Emirates","e8a4bae8-98b5-49c6-8e6b-b26b1b3fc771","/dashboard-client/533105","533105","TRN: ","/statement-of-accounts/533105","/companies/amarion-foods","/statement-of-accounts/public/533105","wix:image://v1/01f011_c58ec611873f4d6dbd179f62ba64e812~mv2.jpg/bjsdabjksdabjksda.jpg#originWidth=149&originHeight=150","amarantica.oil","Active"
"477ee9a0-dcf9-4b77-a562-482cc4ba9e31",2025-09-18T08:38:59Z,2025-09-18T08:38:59Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Sultan - Butchery Service",,,"c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/703939","703939",,"/statement-of-accounts/703939","/companies/sultan---butchery-service","/statement-of-accounts/public/703939",,,"Active"
"490b5567-90c4-4247-a79e-a9742f7f330a",2025-04-03T11:19:18Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Design Hub UAE","https://www.designhubae.com/","Al Reem Island, Abu Dhabi","77c8d6d6-afd6-42d7-ac13-78bdda0d9926","/dashboard-client/550263","550263","TRN: ","/statement-of-accounts/550263","/companies/design-hub-uae","/statement-of-accounts/public/550263",,,"Active"
"4aee0147-feea-4aaf-952e-cf3dfa55653e",2024-04-15T06:25:43Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Pet Story","http://www.petstory.ae","Jumeirah Village Circle","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/666506","666506","TRN: ","/statement-of-accounts/666506","/companies/pet-story","/statement-of-accounts/public/666506",,,"Active"
"4b1d7c56-e15f-4bf2-b273-34da6ac0d22f",2025-04-11T04:56:39Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Cakelab",,"Dubai","0b9a27c3-c82e-4b9f-9dbd-fdc3957df1ab","/dashboard-client/59782","59782","TRN: ","/statement-of-accounts/59782","/companies/cakelab","/statement-of-accounts/public/59782",,,"Active"
"4c3f7e72-8295-491c-822f-30d8054de9d8",2023-07-11T12:44:59Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","PXGEO","https://www.pxgeo.com","Reef Tower, Level 20  Jumeirah Lakes Towers, Cluster O  Dubai  UAE","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/272448","272448","TRN: ","/statement-of-accounts/272448","/companies/pxgeo","/statement-of-accounts/public/272448",,,"Active"
"4ceaac52-002a-4b70-abae-d577b29a5379",2025-09-03T07:03:32Z,2025-09-03T07:03:32Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Catamaran Agent","no website","Dubai","86b14473-f7c1-45b3-abba-dacc255875fe","/dashboard-client/70814","70814","TRN: ","/statement-of-accounts/70814","/companies/catamaran-agent","/statement-of-accounts/public/70814",,,"Active"
"4d362e12-0376-4e13-a96c-dc75d2d476f3",2024-05-21T12:47:45Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","The Agenda","https://www.theagenda.com/","Abdullah Omran Taryam St - corner Al Jaddi St - Dubai Media City - Dubai","77c8d6d6-afd6-42d7-ac13-78bdda0d9926","/dashboard-client/11742","11742","TRN: ","/statement-of-accounts/11742","/companies/the-agenda","/statement-of-accounts/public/11742",,,"Active"
"4dca1898-daa1-403c-b70f-d37a0e1ec095",2024-12-26T07:39:10Z,2025-07-09T07:24:27Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Burjuman","https://www.burjuman.com/","Khalid Bin Al Waleed Rd - Al Mankhool - Dubai","77c8d6d6-afd6-42d7-ac13-78bdda0d9926","/dashboard-client/666675","666675","TRN: ","/statement-of-accounts/666675","/companies/burjuman","/statement-of-accounts/public/666675",,,"Active"
"52134946-ddb2-43d2-b77e-b5d3c1f71f84",2022-11-30T16:17:17Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Caroupe","https://www.caroupe.com/","Dubai, UAE","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/85987","85987",,"/statement-of-accounts/85987","/companies/caroupe","/statement-of-accounts/public/85987",,,"Active"
"55bfa58a-2dc6-43ef-b1e0-916de917c8ab",2023-02-07T09:34:12Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Heritage Business Group LLC",,"Oman","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/531864","531864","TRN: ","/statement-of-accounts/531864","/companies/heritage-business-group-llc","/statement-of-accounts/public/531864",,,"Active"
"56eac7e9-af94-47c0-b4b1-2a4101a9b0c1",2025-01-09T21:31:51Z,2026-02-18T06:41:35Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Elite Property Brokerage LLC","https://elitepropertydxb.com/","613 Onyx Tower 1 SZR Dubai, UAE ","77c8d6d6-afd6-42d7-ac13-78bdda0d9926","/dashboard-client/702731","702731","TRN: 100505120400003","/statement-of-accounts/702731","/companies/elite-properties","/statement-of-accounts/public/702731","wix:image://v1/01f011_0495cb65ebd34795880e6e1e3dce0b62~mv2.jpg/adsadasd.jpg#originWidth=100&originHeight=100","elitepropertydxb","Active"
"5739aba0-8d97-4a99-af01-8e30d830b260",2024-04-22T07:08:32Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Bompas & Parr",,"Dubai","e8a4bae8-98b5-49c6-8e6b-b26b1b3fc771","/dashboard-client/192097","192097","TRN: ","/statement-of-accounts/192097","/companies/bompas-%26-parr","/statement-of-accounts/public/192097",,,"Active"
"57f92321-dee1-4b69-a90d-403da5e3835d",2023-09-06T08:11:33Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Una Vita By Erika","https://www.unavitabyerika.com/","Dubai","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/451436","451436","TRN: ","/statement-of-accounts/451436","/companies/una-vita-by-erika","/statement-of-accounts/public/451436",,,"Active"
"5ce89196-d503-4960-a087-3d0d94018925",2024-10-29T09:50:23Z,2025-07-13T17:32:13Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ATEX International Exhibitions (Kuwait Build)","http://www.kuwaitbuild.com","XHQ, O2 Tower, JVC, Dubai, UAE","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/633487","633487","100320098500003","/statement-of-accounts/633487","/companies/kuwait-build","/statement-of-accounts/public/633487","wix:image://v1/01f011_c5d14af4f4ad48a282d010848c757aae~mv2.jpeg/WhatsApp%20Image%202025-07-10%20at%2010.24.21%20PM.jpeg#originWidth=300&originHeight=305","kuwaitbuildexpo","Active"
"5e0ab837-9d8e-40fd-9bcf-9772fd5c911d",2022-11-30T16:48:44Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Not An Artist X2","https://www.notanartistx2.com/","Dubai, UAE","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/367419","367419",,"/statement-of-accounts/367419","/companies/not-an-artist-x2","/statement-of-accounts/public/367419",,,"Active"
"5f8e1e31-d17d-46b0-b361-beb9431b2fb7",2024-12-05T07:38:50Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Palma Holdings","https://palmaholding.com/","Silverene Tower B, 1st Floor, PO 33668 - Dubai","77c8d6d6-afd6-42d7-ac13-78bdda0d9926","/dashboard-client/28430","28430","TRN: ","/statement-of-accounts/28430","/companies/palma-holdings","/statement-of-accounts/public/28430",,,"Active"
"607cae8a-b90a-4390-8064-bf9ab5f4307e",2023-12-28T17:20:32Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Aesthetics GE","https://www.aesthetics-ge.ch","Ch. Rieu 18,1208 Geneve","77c8d6d6-afd6-42d7-ac13-78bdda0d9926","/dashboard-client/169407","169407","TRN: ","/statement-of-accounts/169407","/companies/aesthetics-ge","/statement-of-accounts/public/169407",,,"Active"
"628d243e-99c9-4481-8cc4-b69a388a0e76",2022-11-30T19:37:36Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Sofit Healthy Kitchen","https://www.sofitdxb.com/","Dubai, UAE","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/110084","110084",,"/statement-of-accounts/110084","/companies/sofit-healthy-kitchen","/statement-of-accounts/public/110084",,,"Active"
"66013622-ec16-43ed-9a25-55ea22df2960",2022-11-30T16:35:34Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Evoque Solutions","https://www.evoquesolutions.ae/","Dubai, UAE","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/689536","689536",,"/statement-of-accounts/689536","/companies/evoque-solutions","/statement-of-accounts/public/689536",,,"Active"
"662cb79e-f2bf-4ae5-a777-5f4a3bce8fa7",2023-10-16T06:30:31Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","JVC Express Veterinary Clinic","https://www.jvcevc.com/"," Maple 1 Emirates Garden 2 - JVC - Dubai","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/597590","597590","TRN: ","/statement-of-accounts/597590","/companies/jvc-express-veterinary-clinic","/statement-of-accounts/public/597590",,,"Active"
"665eaf7c-6d56-4db4-a8fe-c583144ef40c",2024-04-21T10:13:06Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Fichte & Co","https://fichtelegal.com/","Dubai","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/208232","208232","TRN: ","/statement-of-accounts/208232","/companies/fichte-%26-co","/statement-of-accounts/public/208232",,,"Active"
"6775f87e-52a7-47eb-9f56-289373a3c25e",2024-11-05T14:39:32Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Arbat",,"Business Bay Dubai","77c8d6d6-afd6-42d7-ac13-78bdda0d9926","/dashboard-client/428302","428302","TRN: ","/statement-of-accounts/428302","/companies/arbat","/statement-of-accounts/public/428302",,,"Active"
"6b992c9d-755b-4c95-9666-1698f3926eec",2024-03-26T06:12:49Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","LK IT Consultancy","https://www.lkitconsultancy.com/","Dubai","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/530277","530277","TRN: ","/statement-of-accounts/530277","/companies/lk-it-consultancy","/statement-of-accounts/public/530277","wix:image://v1/e771b8_523e4d5f1c304580aea7e79f3570a810~mv2.jpg/LK%20Logo%20Icon.jpg#originWidth=320&originHeight=320","lkitconsultancy","Active"
"6bfa61c9-aa3c-44ed-b3b9-2f6b4f2d6a0d",2025-04-21T09:16:19Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Niyamo Capital Group",,"UK","0b9a27c3-c82e-4b9f-9dbd-fdc3957df1ab","/dashboard-client/402986","402986","TRN: ","/statement-of-accounts/402986","/companies/niyamo-capital-group","/statement-of-accounts/public/402986",,,"Active"
"6d773c64-2cfd-43d0-962c-67e0cd76ae08",2024-03-27T06:43:39Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Dreamland Real Estate Brokerage",,"Dubai","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/551554","551554","TRN: ","/statement-of-accounts/551554","/companies/dreamland-real-estate-brokerage","/statement-of-accounts/public/551554",,,"Active"
"6dbed6af-9165-4b9f-a405-1949bfd62bcb",2024-09-11T05:27:29Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Dj Jeremy",,"Dubai","e8a4bae8-98b5-49c6-8e6b-b26b1b3fc771","/dashboard-client/335457","335457","TRN: ","/statement-of-accounts/335457","/companies/dj-jeremy","/statement-of-accounts/public/335457",,,"Active"
"709a109c-f6e2-4e14-9f42-9f916e51303a",2023-05-01T04:58:29Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","TEAM 71",,"Level 41, Emirates Towers P.O.Box 31303, Dubai - UAE","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/364623","364623","TRN: ","/statement-of-accounts/364623","/companies/team-71","/statement-of-accounts/public/364623",,,"Active"
"726d6386-df85-464d-ade3-03880360e851",2022-11-22T19:56:08Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Evention","https://www.evention.ae/","Dubai, UAE","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/635579","635579",,"/statement-of-accounts/635579","/companies/evention","/statement-of-accounts/public/635579",,,"Active"
"730fc70e-4033-4d9d-bc07-480311e23f8f",2022-11-30T16:54:33Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Miim Store","https://www.miim-store.com/","Dubai, UAE","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/134495","134495",,"/statement-of-accounts/134495","/companies/miim-store","/statement-of-accounts/public/134495",,,"Active"
"734506c8-4e02-428f-92a5-1f1a96a7cd28",2023-08-22T12:17:49Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Waldorf Astoria","waldorfastoria.com/DIFC","Burj Daman, Al Mustaqbal St. (map), Dubai International Financial Centre, Dubai, United Arab Emirates, PO Box 507251","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/146819","146819","TRN: 100446277400003","/statement-of-accounts/146819","/companies/waldorf-astoria","/statement-of-accounts/public/146819",,,"Active"
"73469973-b85b-4f9d-9a21-11b1e5362527",2024-08-09T07:24:39Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Sterling",,"Dubai, UAE","77c8d6d6-afd6-42d7-ac13-78bdda0d9926","/dashboard-client/469938","469938","TRN: ","/statement-of-accounts/469938","/companies/sterling","/statement-of-accounts/public/469938",,,"Active"
"7412f41f-76f7-488a-bd21-297d356c32f9",2024-10-16T10:39:01Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Jay",,"Dubai","e8a4bae8-98b5-49c6-8e6b-b26b1b3fc771","/dashboard-client/122755","122755","TRN: ","/statement-of-accounts/122755","/companies/jay","/statement-of-accounts/public/122755",,,"Active"
"7557f5a6-ad5d-47aa-a0b6-8aa0c8f4009f",2025-05-26T06:30:26Z,2025-07-02T17:48:20Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ATEX International Exhibitions (Code Libya)","https://www.codeexpolibya.com","XHQ, O2 Tower, JVC, Dubai, UAE","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/61459","61459","100320098500003","/statement-of-accounts/61459","/companies/code-libya","/statement-of-accounts/public/61459","wix:image://v1/01f011_2c22c486287945cf9f2a8be2afeb5921~mv2.jpeg/WhatsApp%20Image%202025-06-05%20at%2011.30.35%20PM.jpeg#originWidth=1600&originHeight=1600","codeexpolibya","Active"
"75be43f0-4a3a-44ed-8e43-cfe7fe4615c2",2022-11-16T12:14:34Z,2025-07-13T11:12:43Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","111 Group","https://www.111group.ae","Office 1201, SIT Tower, Silicon Oasis, Dubai, UAE P.O Box 474451, Dubai UAE","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/327849","327849",,"/statement-of-accounts/327849","/companies/111-group","/statement-of-accounts/public/327849",,,"Active"
"79c2214f-0e9a-48ec-9b2d-ce267feca228",2024-03-13T07:36:59Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Omaia International Company",,"Kuwait","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/529553","529553","TRN: ","/statement-of-accounts/529553","/companies/omaia-international-company","/statement-of-accounts/public/529553",,,"Active"
"7ab9e7de-4377-48b7-8562-6c34a6318cbe",2023-01-23T08:28:29Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","MELD Advertising Middle East DMCC","http://meldadvertising.com/","PO Box 338427, Silver Tower, Jumeriah Lakes Towers, Dubai, United Arab Emirates","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/512688","512688",,"/statement-of-accounts/512688","/companies/meld-advertising-middle-east-dmcc","/statement-of-accounts/public/512688",,,"Active"
"7aede4d4-eeb9-4f34-a98a-0b9d05e834db",2024-09-17T05:56:17Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Mohamed Mesha",,"Dubai","e8a4bae8-98b5-49c6-8e6b-b26b1b3fc771","/dashboard-client/542491","542491","TRN: ","/statement-of-accounts/542491","/companies/mohamed-mesha","/statement-of-accounts/public/542491",,,"Active"
"8531dfbc-a4e8-4f95-a527-7510c009a6bd",2023-07-24T07:09:24Z,2025-05-22T10:25:21Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Halal Perfume",,"Dubai","c2b5f7ae-8db7-4f98-ba73-b2dbc1c40375","/dashboard-client/210156","210156","TRN: ","/statement-of-accounts/210156","/companies/halal-perfume","/statement-of-accounts/public/210156",,,"Active"
"88853dfe-2ab3-4c64-927e-2660e88af0d9",2026-01-26T05:55:58Z,2026-02-22T10:31:57Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Sovereign Capital","www.sovereigncapitalauh.com","613 Onyx Tower 1 SZR Dubai, UAE ","5c084634-6869-4e43-a13e-fbede7b594d4","/dashboard-client/331775","331775","TRN: ","/statement-of-accounts/331775","/companies/sovereign-capital","/statement-of-accounts/public/331775","wix:image://v1/01f011_9bbf03ac5fea4cdda000610a96e58561~mv2.jpg/SC%20Favicon.jpg#originWidth=200&originHeight=200","sovereigncapitalauh","Active"
"8ac008a5-6be6-4b6e-9983-3e8b2258af9f",2025-01-14T11:39:23Z,2025-05-22T10:25:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Kudo Trade",,"Dubai, UAE","77c8d6d6-afd6-42d7-ac13-78bdda0d9926","/dashboard-client/557064","557064","TRN: ","/statement-of-accounts/557064","/companies/kudo-trade","/statement-of-accounts/public/557064","wix:image://v1/01f011_75683cce24c041e295bea757a0dccece~mv2.jpg/adsadasd.jpg#originWidth=188&originHeight=188","kudotrade","Active"
